,PULocationID,DOLocationID,trip_distance,fare_amount,total_amount,duration,prediction
35426,74,7,5.0,19.5,27.92,21.45,18.65156566892621
69495,212,41,6.65,25.28,28.33,18.0,19.92249353261174
16184,166,41,1.0,7.0,10.35,7.8,8.127791098810516
66921,127,50,8.86,34.08,37.13,19.0,26.161901683480608
17512,74,166,2.03,9.0,11.76,10.066666666666666,9.749405129309665
8768,244,168,2.78,14.5,17.3,18.966666666666665,12.611575311086126
46753,89,62,2.61,21.37,24.42,15.0,17.921572375773415
18696,74,168,1.51,8.5,9.3,9.633333333333333,8.713867452432357
29965,83,226,2.2,10.5,11.3,12.966666666666667,10.03234178071699
56689,77,34,5.54,30.99,34.04,36.0,24.33893918443529
39332,7,179,0.76,5.0,5.8,4.283333333333333,6.715290018806243
6620,196,134,0.0,8.5,10.3,12.333333333333334,8.479312208192322
10689,243,127,2.61,19.5,23.05,31.25,16.176339184252882
70507,89,188,2.13,21.37,24.42,22.0,17.997344861134003
8624,74,75,1.27,6.0,8.16,5.333333333333333,7.48988220060791
3580,41,75,1.14,6.5,8.3,6.15,7.8470761716650195
47698,56,19,11.31,36.62,39.67,29.0,28.161206423350556
9851,74,41,0.54,4.5,6.3,3.4166666666666665,6.345448083004108
51530,61,36,3.01,20.06,23.11,16.0,17.169170164108756
72937,116,223,6.57,24.9,34.07,17.0,22.43376859654275
28403,75,74,1.33,6.5,9.96,6.166666666666667,8.28383374014124
62994,242,254,5.05,24.63,27.68,13.0,19.478525307539478
76309,49,65,2.18,15.45,18.5,14.0,14.186778249331518
25302,75,262,1.6,10.0,17.45,13.5,12.152982511526183
30615,42,41,0.75,5.0,5.8,4.3,6.467648123585155
20152,244,159,0.0,18.2,19.0,15.933333333333334,14.339508111578624
63245,149,39,4.27,28.22,31.27,17.0,22.16680755931526
66915,76,65,8.2,30.99,34.04,30.0,24.36227581800926
62362,126,208,3.76,30.4,30.7,9.0,22.83239297733271
36637,75,243,5.17,16.5,23.14,14.633333333333333,16.159383978274015
22894,25,62,3.72,15.5,21.84,19.316666666666666,15.514848762672496
65104,32,95,14.76,36.24,42.66,34.0,29.28048627353288
30511,82,129,1.96,12.5,13.3,18.533333333333335,11.304653796928614
72690,61,39,3.72,23.31,26.36,20.0,19.32562107644904
57120,182,229,9.91,28.73,37.9,21.0,24.66604374444364
30096,47,265,6.16,30.0,30.3,13.566666666666666,22.973123499125165
29343,182,75,9.25,36.0,42.92,39.016666666666666,28.58361549206475
29630,43,142,2.25,9.0,15.06,8.666666666666666,11.068232842482002
22601,159,244,3.49,16.0,20.55,22.316666666666666,14.68130002409606
19952,197,97,16.37,49.5,53.05,40.1,36.26372347993502
47639,82,56,1.59,10.16,10.46,10.0,9.529495942601281
50597,92,130,6.64,22.83,25.88,16.0,18.916271221744655
74300,155,229,25.41,46.24,49.29,53.0,34.19946313391032
63699,174,20,3.22,17.59,20.64,21.0,14.990413836087233
36035,75,75,0.5,5.5,6.3,6.583333333333333,6.66433354267461
28872,74,162,3.97,12.0,16.05,8.75,12.200074517521838
38301,55,55,1.6,14.5,15.8,21.1,12.893025223777661
26835,74,75,1.46,7.0,8.8,7.166666666666667,8.023313424990185
15697,46,39,30.25,79.5,89.17,40.3,59.03036566402485
52187,244,188,16.74,56.23,65.4,53.0,42.5813378448882
4545,42,136,4.82,19.5,20.3,24.0,16.13781329823471
63825,188,80,4.46,22.96,23.26,26.0,17.531252633444694
42853,95,197,2.36,19.4,22.45,11.0,16.6684805857876
49365,72,85,2.25,21.37,24.42,13.0,18.01538012836628
9936,75,159,3.0,12.0,13.3,13.433333333333334,11.204049768713984
52914,171,223,6.03,25.36,28.41,20.0,20.277861452603446
66061,243,41,4.95,29.45,32.5,14.0,22.541243549087568
76162,14,67,1.25,19.73,22.78,6.0,17.190146939002844
56777,237,167,5.78,26.4,29.45,42.0,20.623182124836312
26810,43,43,1.03,6.0,12.66,5.95,9.235691239354582
5198,95,121,2.46,12.5,14.3,16.283333333333335,11.598508953843867
40668,196,196,0.4,12.39,15.44,5.0,11.545326143603672
69545,83,263,6.69,23.8,34.14,19.0,22.30479818881674
26742,82,232,7.5,23.5,28.05,19.783333333333335,20.008577890030175
6127,41,41,0.29,3.0,3.8,1.2166666666666666,5.146416114248012
242,95,95,1.88,10.0,10.8,13.066666666666666,9.565627806661642
29436,74,166,1.7,10.0,10.8,13.55,9.70711764090754
46801,243,20,4.33,16.24,19.44,26.0,13.824769835376143
5381,41,152,1.49,8.0,9.8,9.466666666666667,8.887832808222345
51904,33,65,1.03,13.04,16.09,7.0,12.664297873706735
16793,244,246,7.08,21.0,26.05,11.283333333333333,17.777371215622956
30522,244,250,5.43,17.5,18.3,13.183333333333334,13.930133065492535
14756,43,237,1.74,9.0,15.58,9.95,11.31247264035653
36201,33,17,2.4,14.0,15.8,21.683333333333334,12.822096355516951
18600,75,166,1.91,10.0,10.8,12.466666666666667,9.702412440262458
67092,32,213,3.88,24.49,26.14,10.0,19.845232579775498
2143,7,193,1.97,10.0,10.8,12.583333333333334,10.038549858078522
70062,177,33,5.06,20.93,23.98,30.0,17.198428070097997
4726,41,142,3.51,16.0,19.55,21.483333333333334,14.815258779463052
25856,152,194,6.25,26.0,32.92,35.71666666666667,22.16662993909469
58246,49,61,2.62,16.73,19.78,19.0,15.032971612983458
5600,41,42,1.45,10.0,10.8,12.25,9.787796654548629
65950,116,186,0.0,26.7,35.0,24.65,23.291838886039166
76225,65,225,3.86,14.81,23.98,21.0,15.985549209450639
20696,41,20,7.6,30.0,30.8,36.766666666666666,23.033925505042966
33505,74,159,2.1,8.5,12.35,8.183333333333334,9.805920532196502
27801,75,74,0.76,5.5,7.88,5.066666666666666,7.232255350184619
67725,17,188,3.47,16.7,18.88,15.0,14.926945065706986
7327,82,82,1.09,6.5,7.3,8.683333333333334,7.298578928475942
65938,174,94,1.6,13.88,16.93,9.0,12.575304832355952
38535,74,41,0.8,5.0,6.95,4.383333333333334,6.730905467037147
7248,80,77,14.0,46.0,46.8,42.483333333333334,33.492211546221284
7285,74,238,3.06,13.0,16.55,15.133333333333333,12.728837210422144
55093,181,76,5.88,28.03,31.08,32.0,21.912545965717264
5661,41,237,2.69,10.0,16.26,9.616666666666667,11.869702936259836
22315,74,41,0.86,5.5,7.56,4.933333333333334,7.101970571895901
31408,74,42,2.11,11.5,12.3,16.616666666666667,10.627001721106911
9396,43,43,1.26,6.0,11.46,4.55,8.803899921557182
21915,39,265,22.12,60.0,64.05,36.31666666666667,44.249117324021626
63237,181,151,10.52,31.69,40.86,32.0,26.586228676299626
75220,244,151,5.0,17.78,24.21,17.0,16.0820488107884
16145,244,151,5.2,19.0,27.05,18.033333333333335,17.47378746953492
31109,74,208,7.86,24.0,29.76,15.666666666666666,20.798652722417977
19856,7,135,7.98,32.0,33.3,32.95,24.76888127444417
6668,75,151,1.75,9.5,11.3,12.083333333333334,9.721733565616194
56587,130,70,7.4,27.7,30.75,18.0,21.930078239506493
8895,65,85,3.7,15.5,19.55,18.383333333333333,14.516502758635093
31753,65,66,0.78,6.0,6.8,6.883333333333334,7.03744912308383
53987,222,141,13.84,41.09,44.14,48.0,30.417099194639093
52267,55,222,10.11,35.99,39.04,21.0,27.870319803823456
49405,71,237,14.83,35.56,44.73,55.0,29.721106611706745
52391,97,85,3.56,21.37,24.42,20.0,17.89776462166482
27983,75,41,1.15,8.0,8.8,9.7,8.301307745591513
15986,75,74,0.6,4.0,5.95,2.3666666666666667,6.083077422723077
67064,182,242,1.02,13.17,16.22,6.0,12.155964039056512
27812,210,147,0.0,60.2,67.12,58.483333333333334,44.539074525285365
35068,74,74,1.23,7.0,8.3,6.966666666666667,7.842800220917745
21512,41,151,2.06,10.5,13.56,12.2,10.998032011869832
59132,102,95,2.5,19.11,22.16,13.0,16.38194985012744
72132,62,35,2.54,16.73,19.78,18.0,14.956179125225292
44023,95,102,1.19,19.11,22.16,9.0,16.419095149745246
20636,41,24,1.89,9.5,12.36,11.0,10.186726421511429
6622,41,166,1.06,7.0,9.8,7.85,8.593109687391518
42646,198,42,9.49,32.23,41.4,24.0,26.798712816169754
57,168,74,2.14,9.0,10.3,8.233333333333333,8.726518834181087
6326,41,74,1.24,8.0,8.8,10.2,8.48110265414255
57396,216,9,7.57,31.04,34.09,17.0,23.703130894761273
64938,7,129,2.56,21.45,24.5,25.0,18.40066390220104
45681,51,81,0.86,22.49,25.54,5.0,18.854298154018508
24325,74,41,0.77,4.5,7.0,2.966666666666667,6.597325010640794
61447,85,85,0.81,13.95,17.0,6.0,13.034997411761507
31412,256,226,3.6,14.0,14.8,14.116666666666667,11.5388624307769
62701,74,170,4.66,22.69,25.74,12.0,18.93219673164031
30272,74,236,2.46,10.0,14.55,8.5,11.098554906561487
8548,49,197,12.07,36.0,39.55,24.383333333333333,28.070047663994558
13408,130,216,1.94,8.5,10.3,8.2,8.839108367766478
20526,41,166,0.8,6.0,8.15,6.75,7.696255074533851
2510,74,42,1.47,7.0,10.14,7.266666666666667,8.485634702108971
29,17,107,7.57,25.5,36.94,25.4,24.044331127750745
39636,193,7,0.99,5.5,7.56,3.8666666666666667,6.521697177765997
20344,97,17,2.55,12.0,16.0,16.3,11.98669018842674
59908,223,7,1.56,16.83,19.88,8.0,14.248228908120073
19007,42,244,2.18,9.5,12.36,10.55,10.314319004808432
30604,41,42,1.2,6.5,7.3,6.216666666666667,7.467405846593113
72542,116,68,6.87,21.94,27.71,21.0,19.154762714608218
45975,188,72,1.43,21.37,24.42,8.0,17.461851967554594
61197,247,94,3.14,23.21,26.26,20.0,18.41737734764839
16603,244,166,3.1,12.5,16.0,12.766666666666667,11.53631106685318
60941,177,61,1.44,13.98,19.78,11.0,13.597164163337867
66300,213,235,7.49,20.53,23.58,28.0,16.8853458027676
54283,49,145,11.62,39.95,43.0,51.0,30.47759397806199
37151,74,75,1.4,6.5,7.3,5.883333333333334,7.33200372095441
74129,235,147,3.77,20.53,23.58,22.0,16.728942870000914
26276,75,263,1.25,7.0,10.55,7.183333333333334,8.761358929288917
44359,259,242,4.17,21.16,24.21,13.0,17.09083436864742
60108,169,60,3.49,18.95,22.0,10.0,15.939627103215878
50183,228,195,0.0,18.95,22.0,13.0,15.74326165660713
13943,75,142,2.25,11.5,18.06,14.316666666666666,12.755026528335652
67321,167,41,6.76,13.71,29.0,27.0,16.867903072493313
61186,256,198,3.65,19.99,25.29,23.0,17.11242327611896
51270,69,220,4.99,28.12,31.17,22.0,22.58570742267242
65761,127,166,5.67,24.94,30.74,15.0,21.161653171583367
465,130,38,4.83,17.5,18.3,19.45,14.338952747927246
47283,213,242,2.64,22.79,25.84,15.0,18.387883235285493
69312,137,130,13.06,47.04,56.21,44.0,36.95716082335117
20248,55,75,22.46,64.0,67.55,49.15,46.53155136875869
23551,159,133,19.32,52.0,58.92,32.833333333333336,39.334163865624674
20326,82,73,4.39,17.5,18.3,20.766666666666666,14.58581430025969
14400,129,260,1.3,8.0,8.8,10.083333333333334,8.178964842645998
32590,7,141,3.71,13.0,16.55,12.35,12.985700020297067
68898,155,137,22.84,71.83,81.0,38.0,53.31165772965718
7504,216,247,15.22,44.5,54.17,32.733333333333334,35.15183290609803
56929,169,213,4.37,20.53,23.58,27.0,17.07912228581283
36010,244,162,9.51,32.0,42.66,36.85,27.038128624569453
27703,244,243,1.0,7.5,8.3,8.95,7.296249241917051
32364,75,230,3.45,12.0,16.05,13.666666666666666,12.236264138541253
12503,74,161,3.5,16.0,19.55,21.466666666666665,14.671438458534384
15569,7,264,1.61,8.5,11.16,13.45,9.75606901365769
52957,85,33,4.58,25.4,28.45,39.0,20.594708871309997
47762,149,165,1.9,20.22,23.27,12.0,16.93883448225679
51088,78,182,2.19,18.95,22.0,10.0,16.441100073000413
20611,168,182,0.0,19.2,20.0,13.583333333333334,15.373844814456445
32034,112,163,4.5,19.0,30.6,22.283333333333335,19.379370852574752
3904,166,24,0.86,5.5,8.76,4.95,7.090730697748057
3467,52,26,5.56,23.5,24.3,31.716666666666665,18.67649352210079
24645,41,75,2.3,9.5,12.95,9.766666666666667,10.42969099315168
64481,71,85,1.09,13.95,17.0,6.0,13.100858362835705
40871,177,72,2.16,18.95,22.0,10.0,15.909212841497133
49450,65,177,4.7,30.99,34.04,29.0,24.481389156473433
53517,106,195,1.98,18.95,22.0,19.0,16.317194495676137
8623,7,28,9.66,28.5,31.3,19.75,22.923876473012925
36756,236,263,0.49,4.5,8.55,3.3,6.526438965629186
26636,75,75,0.89,6.5,7.3,7.75,7.327301171777961
47383,76,97,5.91,28.03,31.08,35.0,22.419139174698543
16373,82,91,0.0,28.2,29.0,47.56666666666667,21.690423853974266
3970,97,26,5.43,22.0,23.3,28.216666666666665,17.6502538705289
73249,196,93,5.39,21.26,24.31,16.0,17.363903821844374
10124,69,97,15.29,53.5,57.05,55.06666666666667,39.517770412808204
51160,218,213,18.17,46.26,55.43,35.0,36.10887997994521
38082,65,33,1.2,9.5,10.8,12.15,9.51790728938255
74804,181,61,2.14,18.95,22.0,12.0,15.8837803020213
2913,75,75,1.07,6.0,6.8,5.533333333333333,6.99581597625304
71186,235,20,2.1,20.53,23.58,13.0,16.65257694731777
52621,97,25,1.01,12.89,15.94,9.0,12.2397150442573
48449,243,90,9.98,38.94,41.99,29.0,28.86226784569989
9940,41,48,3.8,14.0,18.05,15.616666666666667,13.612704916211342
6717,75,42,2.42,10.5,14.76,11.466666666666667,11.204322944361474
34946,166,74,1.91,9.0,10.8,10.016666666666667,8.915841231945002
46037,39,91,1.29,23.79,26.84,8.0,19.778623032038453
7607,227,215,22.92,62.0,65.55,37.5,44.48063973487269
57501,189,97,1.61,29.15,32.2,12.0,22.63008007810464
29380,82,216,5.24,20.5,21.3,24.416666666666668,16.66071211705756
13349,181,49,2.0,10.5,12.3,14.483333333333333,9.824694216421296
37146,74,152,2.8,12.5,15.96,15.4,12.313252828314242
31675,75,162,2.14,12.0,18.66,15.733333333333333,13.134521103362248
50196,71,231,9.03,30.99,34.04,32.0,24.485619811770235
24500,42,75,2.39,10.5,13.56,12.55,10.947623396723412
17401,166,238,0.8,5.5,8.19,5.333333333333333,7.014320394208269
64821,243,243,0.43,7.0,9.3,3.0,7.509209324139278
34783,42,148,8.93,31.5,38.05,41.36666666666667,26.169639211303192
3901,41,243,4.59,15.0,16.8,11.15,13.583328145512917
10389,169,159,3.45,23.0,26.55,35.06666666666667,18.864098796561812
11164,74,237,2.24,8.5,12.05,7.333333333333333,9.744878081327936
47504,122,45,17.98,54.25,63.42,38.0,41.756600908695695
59416,61,61,0.0,45.2,48.25,2.0,33.851257423315495
23103,41,244,3.5,13.5,16.0,13.616666666666667,12.841357691104637
8894,244,7,7.3,24.5,36.42,20.766666666666666,22.426038757691863
15211,127,69,4.8,18.5,19.8,19.616666666666667,15.214589903765148
23885,75,74,1.34,7.0,9.8,7.316666666666666,8.377833477032791
74849,89,89,1.26,15.45,18.5,12.0,14.013037062976643
21705,244,234,9.2,29.5,40.85,26.283333333333335,25.672284176575367
46120,179,216,12.05,51.55,54.6,28.0,37.59915420127526
5401,244,127,2.74,10.5,11.8,9.45,9.39530555762479
4979,65,49,1.2,8.0,11.15,10.666666666666666,9.198752345666636
59481,51,259,3.98,22.45,25.5,15.0,18.934809074353247
30075,74,74,0.66,5.0,7.56,5.033333333333333,6.970244183706523
62653,260,191,16.2,36.49,40.85,34.0,27.690103574942412
51295,72,39,1.45,15.43,18.48,6.0,14.049684500953367
13284,213,200,11.98,37.5,42.05,37.96666666666667,28.65460497323224
12518,95,95,1.21,7.5,8.3,8.816666666666666,7.908207610711689
14927,65,133,4.5,18.0,19.8,23.066666666666666,15.393180378416698
62338,216,177,8.07,39.95,43.0,22.0,29.711211049044735
28307,127,42,3.45,15.0,20.16,17.066666666666666,14.26689257870522
70729,72,225,3.44,21.37,24.42,27.0,18.099565432427664
2096,75,137,4.4,16.0,23.45,16.033333333333335,16.055617229340108
75315,61,218,11.04,49.35,52.4,45.0,36.69695110821487
15923,244,238,4.45,14.5,21.66,9.95,14.222502714901905
33132,7,7,0.57,4.5,5.3,3.25,6.280373142611817
74082,170,141,2.11,15.34,21.14,17.0,14.579839008128456
45506,225,61,1.84,16.73,19.78,13.0,14.204995280596632
43623,89,89,1.96,19.82,22.87,7.0,16.91020930058877
65436,47,169,1.37,12.62,15.67,7.0,12.382528541850778
6545,75,42,1.7,7.5,11.0,7.816666666666666,8.94195110170989
63503,82,252,7.99,25.36,28.41,24.0,20.71398755659473
30221,41,151,1.08,6.0,7.8,4.816666666666666,7.561294832552875
18811,95,95,1.14,7.0,7.8,7.566666666666666,7.576723335835598
16959,42,166,1.64,7.5,10.38,7.666666666666667,8.948673688230631
41211,51,250,3.59,22.45,25.5,14.0,18.929398316442935
31488,196,28,3.07,12.0,13.8,12.833333333333334,10.735949011564166
62077,242,174,4.3,20.8,23.85,23.0,16.891248157127606
19900,146,202,2.2,9.5,10.3,9.616666666666667,9.058561277837494
66140,242,51,3.05,18.96,22.01,11.0,15.597423027183853
68282,56,75,12.79,25.28,34.45,36.0,22.878939048053752
23752,95,95,1.0,7.0,7.8,7.933333333333334,7.576723851398943
21380,166,42,0.81,6.0,6.8,7.066666666666666,6.547869337639588
23968,166,41,1.11,6.0,7.8,4.983333333333333,6.907092270292223
3881,41,42,0.82,4.5,6.3,2.8,6.501294507682012
30082,95,28,1.4,7.5,11.44,7.316666666666666,8.997767864479076
7722,226,146,1.99,17.5,21.05,27.7,14.94180434407948
21441,166,41,1.58,10.0,10.8,13.966666666666667,9.1991414084008
59627,196,260,2.79,15.37,19.11,16.0,13.807731391311313
61132,25,62,3.52,20.93,23.98,30.0,17.930945983076903
49933,140,61,10.99,34.62,37.67,32.0,26.46535448384961
11889,74,263,2.28,9.0,15.06,8.533333333333333,10.995159428904515
6998,75,263,0.86,5.0,7.56,4.166666666666667,7.079195096459647
25465,119,119,3.15,18.5,20.3,27.983333333333334,15.462211839739737
69012,25,177,4.58,14.81,23.98,31.0,16.14485861466461
7385,74,166,1.32,7.5,9.96,8.583333333333334,8.647006528278935
61135,129,129,1.19,13.14,18.94,15.0,13.306975712894612
2879,41,74,0.8,6.0,6.8,6.65,7.155166143853436
7369,75,132,18.61,51.0,61.8,30.333333333333332,40.46189047550953
12648,244,74,4.28,14.5,15.3,12.1,11.835391641690807
71895,42,236,3.08,20.65,23.7,18.0,17.76997675406419
49800,66,237,0.0,20.7,27.2,15.183333333333334,18.9322292529759
3002,106,228,1.6,7.5,8.3,7.816666666666666,7.93643767623114
47633,51,242,4.25,18.96,22.01,19.0,16.610823008758842
64102,78,29,29.85,69.81,78.98,49.0,52.269728975361645
58353,83,180,6.48,35.41,38.46,33.0,27.328830243454746
48532,29,235,28.24,73.36,76.41,50.0,52.77553973274564
55817,37,225,0.33,14.89,17.94,3.0,13.968192297556723
37445,166,152,0.2,7.0,7.0,2.1666666666666665,6.989129374746134
4001,41,41,1.76,10.0,13.56,12.816666666666666,10.780312240882672
28247,41,74,1.01,7.5,9.3,9.833333333333334,8.50944436081544
72881,130,130,1.33,25.92,28.97,6.0,20.78609695074838
25928,127,244,3.02,13.0,13.8,13.166666666666666,11.493591011319827
16489,41,41,0.44,4.0,5.8,3.0,6.169210019507972
19481,75,236,1.0,7.0,11.55,7.4,9.104948659904014
11009,74,41,0.71,5.0,5.8,4.8,6.317106597286936
56067,244,170,9.29,35.4,38.45,27.0,26.558763860373524
68603,57,196,2.64,19.06,22.11,10.0,16.621236954953545
40178,74,166,1.3,8.5,11.16,10.466666666666667,9.381940745713113
68557,18,42,6.64,26.14,29.19,21.0,21.405907216723868
64295,216,244,17.39,53.22,62.39,38.0,40.75119840354321
26159,97,61,0.0,12.2,13.0,13.5,10.994311752349923
60378,235,72,22.55,55.17,64.34,52.0,41.851151916785646
45850,244,232,10.97,50.42,53.47,27.0,36.55383703860752
55802,47,126,1.5,7.0,8.07,6.0,7.918329378411896
642,168,168,1.23,6.5,7.8,6.05,7.125626882888889
48812,169,208,5.92,26.21,29.26,18.0,20.84177409426978
39094,116,20,5.4,22.0,22.8,27.0,17.377349036723697
55016,97,49,0.75,29.15,32.2,7.0,23.034025521422528
37295,74,42,2.02,9.5,10.3,12.933333333333334,9.301063921909435
6207,41,238,2.72,13.0,16.55,17.45,12.884084563406649
38714,74,48,5.07,19.5,23.05,24.983333333333334,16.92387130148172
1791,74,75,0.46,3.5,4.8,1.5166666666666666,5.523012682814296
28699,74,24,2.2,11.0,14.76,13.883333333333333,11.349775630078431
60570,225,71,3.63,24.55,24.85,20.0,18.40590049962566
54255,91,178,2.34,19.82,22.87,14.0,16.954319632924808
42967,51,174,3.26,24.62,27.67,21.0,20.32233943084419
37757,75,43,0.8,7.0,10.12,7.95,8.474337589203598
54332,51,127,5.78,21.91,37.2,24.0,22.901683105446303
35866,42,41,1.3,8.5,9.3,10.216666666666667,8.788037826762073
32939,97,97,0.54,5.0,5.8,4.5,6.242581269966607
44555,39,150,15.22,33.21,36.26,22.0,26.059220268005305
26931,145,33,6.34,25.0,26.8,35.13333333333333,19.59746738539505
23739,116,42,0.63,6.0,6.8,7.033333333333333,6.783091365509922
13802,95,82,3.28,12.0,12.8,13.066666666666666,10.883743167926761
5253,75,74,0.9,5.0,8.84,3.4166666666666665,7.426115374770756
23782,166,152,1.13,7.0,7.8,8.133333333333333,7.276986263799468
29805,7,193,1.67,8.0,8.8,9.266666666666667,8.712612832226064
34848,95,82,3.28,13.0,17.76,14.316666666666666,12.971620786883857
34647,75,74,1.0,6.0,7.8,5.45,7.355040271465943
45312,72,188,3.02,21.37,24.42,14.0,18.077316847725246
17935,43,140,2.95,13.5,18.05,17.183333333333334,13.50705200635622
49567,216,71,7.23,48.11,51.16,30.0,35.057298095734645
56677,61,97,1.61,29.15,32.2,11.0,23.232246772512774
3780,75,237,1.54,7.0,15.01,6.033333333333333,10.350543883679741
51740,51,81,1.74,18.96,22.01,10.0,16.514014112770816
18143,25,189,1.4,8.5,10.3,10.116666666666667,9.316838640507155
51720,196,191,7.79,32.99,36.04,17.0,25.199454900211606
71988,41,238,2.17,19.64,22.69,14.0,17.10628848636231
3720,129,232,7.7,27.5,35.55,27.55,23.69873420483829
47887,223,215,12.38,45.12,48.17,42.0,33.128665739934675
53510,157,157,1.5,16.83,19.88,11.0,14.648924566254786
20034,153,127,1.08,5.5,8.19,3.6666666666666665,7.00872652380505
33204,97,61,3.26,14.5,16.3,19.35,12.878953989648616
63177,213,213,1.17,17.6,20.65,5.0,14.92963990754057
19777,74,42,0.37,4.0,5.3,2.5166666666666666,5.834652835123182
67806,225,32,17.86,56.14,71.43,45.0,44.71937065949688
395,74,116,2.15,9.5,10.3,10.4,9.345563705956947
29244,37,80,0.89,5.5,7.56,6.3,7.29948711271784
26790,76,213,17.53,49.0,56.92,41.266666666666666,38.14366451196261
71832,155,72,2.15,17.94,20.99,19.0,15.343111522955802
307,41,42,1.98,9.5,10.3,9.55,9.456310170115344
14142,41,42,0.52,4.0,4.8,3.3333333333333335,5.809985687469115
37982,75,238,1.03,5.5,9.49,4.6,7.910195441550972
40000,41,152,0.69,6.0,8.5,6.883333333333334,7.81377539830116
55774,7,92,6.47,18.71,21.01,16.0,16.29199508864604
56633,195,106,1.99,16.66,19.71,18.0,14.326780683249593
40008,218,226,14.76,47.5,48.3,43.28333333333333,33.92705325848568
51590,51,265,2.55,18.95,22.0,11.0,16.618030741275206
56581,116,74,2.31,11.4,12.98,18.0,10.663025294353893
64346,75,244,4.07,32.95,36.0,20.0,25.774057349993697
60459,49,25,1.2,19.15,22.2,7.0,16.61571320384244
